id,jour,ordre histoires,ordre conditions,histoire,condition,type,reponse donnee,reponse attendue,evaluation,orthographe,transcription,reponse phonetique,distance,mot le plus proche,transcription,distance
17,1,c 3201,s 2013,0,1,maison,Mattendich,Ligete,False,Vegeta,,l_i_g_e_t_@,10,,,10
17,1,c 3201,s 2013,0,1,vehicule,Zulergen,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
1,1,c 3012,s 1302,2,2,personnage,Soltete,Soltete,True,Soldikte,,z_o_l_t_e_t_@,10,,,10
1,1,c 3012,s 1302,2,2,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
1,1,c 3012,s 1302,2,2,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
2,1,c 2130,s 3012,0,2,personnage,Soltete,Soltete,True,Soldete,,z_o_l_t_e_t_@,10,,,10
2,1,c 2130,s 3012,0,2,vehicule,Wecktellin,Wecktellin,True,Vektelin,,v_@_k_t_e_l_i_n,10,,,10
2,1,c 2130,s 3012,0,2,maison,Madikten,Madikten,True,Maldeke,,m_a_d_i_k_t_@,10,,,10
3,1,c 0312,s 0321,1,2,personnage,Soltete,Soltete,True,soltete,,z_o_l_t_e_t_@,10,,,10
3,1,c 0312,s 0321,1,2,vehicule,Wecktellin,Wecktellin,True,bakteli,,v_@_k_t_e_l_i_n,10,,,10
3,1,c 0312,s 0321,1,2,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
4,1,c 0132,s 0231,1,2,personnage,Soltete,Soltete,True,Soltete,,z_o_l_t_e_t_@,10,,,10
4,1,c 0132,s 0231,1,2,vehicule,Wecktellin,Wecktellin,True,Verbelin,,v_@_k_t_e_l_i_n,10,,,10
4,1,c 0132,s 0231,1,2,maison,Madikten,Madikten,True,Maldikte,,m_a_d_i_k_t_@,10,,,10
5,1,c 3102,s 2310,3,2,personnage,Soltete,Soltete,True,soltete,,z_o_l_t_e_t_@,10,,,10
5,1,c 3102,s 2310,3,2,vehicule,Wecktellin,Wecktellin,True,vektelin,,v_@_k_t_e_l_i_n,10,,,10
5,1,c 3102,s 2310,3,2,maison,Madikten,Madikten,True,madikte,,m_a_d_i_k_t_@,10,,,10
6,1,c 2103,s 3021,0,2,personnage,Soltete,Soltete,True,soltete,,z_o_l_t_e_t_@,10,,,10
6,1,c 2103,s 3021,0,2,vehicule,Wecktellin,Wecktellin,True,vektalin,,v_@_k_t_e_l_i_n,10,,,10
6,1,c 2103,s 3021,0,2,maison,Madikten,Madikten,True,mardikte,,m_a_d_i_k_t_@,10,,,10
7,1,c 1023,s 1320,2,2,personnage,Soltete,Soltete,True,Soltete,,z_o_l_t_e_t_@,10,,,10
7,1,c 1023,s 1320,2,2,vehicule,Mattendich,Wecktellin,False,Magnete,,v_@_k_t_e_l_i_n,10,,,10
7,1,c 1023,s 1320,2,2,maison,Zulergen,Madikten,False,Redikte,,m_a_d_i_k_t_@,10,,,10
8,1,c 0231,s 0132,1,2,personnage,Soltete,Soltete,True,Soldete,,z_o_l_t_e_t_@,10,,,10
8,1,c 0231,s 0132,1,2,vehicule,Wecktellin,Wecktellin,True,Vekteline,,v_@_k_t_e_l_i_n,10,,,10
8,1,c 0231,s 0132,1,2,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
9,1,c 2031,s 3210,0,2,personnage,Soltete,Soltete,True,Solltete,,z_o_l_t_e_t_@,10,,,10
9,1,c 2031,s 3210,0,2,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
9,1,c 2031,s 3210,0,2,maison,Madikten,Madikten,True,Madigte,,m_a_d_i_k_t_@,10,,,10
10,1,c 1230,s 1203,2,2,personnage,Soltete,Soltete,True,soldete,,z_o_l_t_e_t_@,10,,,10
10,1,c 1230,s 1203,2,2,vehicule,Wecktellin,Wecktellin,True,vectelin,,v_@_k_t_e_l_i_n,10,,,10
10,1,c 1230,s 1203,2,2,maison,Madikten,Madikten,True,madigte,,m_a_d_i_k_t_@,10,,,10
11,1,c 2301,s 3120,0,2,personnage,Soltete,Soltete,True,Soltete,,z_o_l_t_e_t_@,10,,,10
11,1,c 2301,s 3120,0,2,vehicule,Wecktellin,Wecktellin,True,Vektra,,v_@_k_t_e_l_i_n,10,,,10
11,1,c 2301,s 3120,0,2,maison,Madikten,Madikten,True,M,,m_a_d_i_k_t_@,10,,,10
12,1,c 1032,s 2130,1,2,personnage,Soltete,Soltete,True,solfete,,z_o_l_t_e_t_@,10,,,10
12,1,c 1032,s 2130,1,2,vehicule,Zulergen,Wecktellin,False,Velocit,,v_@_k_t_e_l_i_n,10,,,10
12,1,c 1032,s 2130,1,2,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
13,1,c 1320,s 1023,2,2,personnage,Keimase,Soltete,False,M..,,z_o_l_t_e_t_@,10,,,10
13,1,c 1320,s 1023,2,2,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
13,1,c 1320,s 1023,2,2,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
14,1,c 2310,s 3102,0,2,personnage,Soltete,Soltete,True,Soldete,,z_o_l_t_e_t_@,10,,,10
14,1,c 2310,s 3102,0,2,vehicule,Wecktellin,Wecktellin,True,Weckte,,v_@_k_t_e_l_i_n,10,,,10
14,1,c 2310,s 3102,0,2,maison,Madikten,Madikten,True,Madickte,,m_a_d_i_k_t_@,10,,,10
2,1,c 2130,s 3012,2,3,maison,Zulergen,Zulergen,True,Melare,,ts_u_l_@_r_g_@,10,,,10
2,1,c 2130,s 3012,2,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
2,1,c 2130,s 3012,2,3,vehicule,Melare,Melare,True,Tsulerme,,m_e_l_a_r_@,10,,,10
3,1,c 0312,s 0321,3,3,maison,Melare,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
3,1,c 0312,s 0321,3,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
3,1,c 0312,s 0321,3,3,vehicule,Zulergen,Melare,False,,,m_e_l_a_r_@,10,,,10
1,1,c 3012,s 1302,0,3,maison,Zulergen,Zulergen,True,Melare,,ts_u_l_@_r_g_@,10,,,10
1,1,c 3012,s 1302,0,3,personnage,Lasgelich,Lasgelich,True,Lasgelich,,l_a_s_g_e_l_i_C,10,,,10
1,1,c 3012,s 1302,0,3,vehicule,Melare,Melare,True,Zulerge,,m_e_l_a_r_@,10,,,10
4,1,c 0132,s 0231,3,3,maison,Zulergen,Zulergen,True,Malache,,ts_u_l_@_r_g_@,10,,,10
4,1,c 0132,s 0231,3,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
4,1,c 0132,s 0231,3,3,vehicule,Melare,Melare,True,Zumache,,m_e_l_a_r_@,10,,,10
5,1,c 3102,s 2310,1,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
5,1,c 3102,s 2310,1,3,personnage,Lasgelich,Lasgelich,True,vektelin,,l_a_s_g_e_l_i_C,10,,,10
5,1,c 3102,s 2310,1,3,vehicule,Melare,Melare,True,zulaerge,,m_e_l_a_r_@,10,,,10
6,1,c 2103,s 3021,2,3,maison,Zulergen,Zulergen,True,Melarge,,ts_u_l_@_r_g_@,10,,,10
6,1,c 2103,s 3021,2,3,personnage,Lasgelich,Lasgelich,True,Lasgelich,,l_a_s_g_e_l_i_C,10,,,10
6,1,c 2103,s 3021,2,3,vehicule,Melare,Melare,True,Zulerge,,m_e_l_a_r_@,10,,,10
7,1,c 1023,s 1320,0,3,maison,Zulergen,Zulergen,True,Maltese,,ts_u_l_@_r_g_@,10,,,10
7,1,c 1023,s 1320,0,3,personnage,Tereinat,Lasgelich,False,Zerlage,,l_a_s_g_e_l_i_C,10,,,10
7,1,c 1023,s 1320,0,3,vehicule,Lasgelich,Melare,False,Malgeve,,m_e_l_a_r_@,10,,,10
8,1,c 0231,s 0132,3,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
8,1,c 0231,s 0132,3,3,personnage,Lasgelich,Lasgelich,True,Gelaskla,,l_a_s_g_e_l_i_C,10,,,10
8,1,c 0231,s 0132,3,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
9,1,c 2031,s 3210,2,3,maison,Zulergen,Zulergen,True,Merala,,ts_u_l_@_r_g_@,10,,,10
9,1,c 2031,s 3210,2,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
9,1,c 2031,s 3210,2,3,vehicule,Melare,Melare,True,Zulerge,,m_e_l_a_r_@,10,,,10
10,1,c 1230,s 1203,0,3,maison,Zulergen,Zulergen,True,sonite,,ts_u_l_@_r_g_@,10,,,10
10,1,c 1230,s 1203,0,3,personnage,Lasgelich,Lasgelich,True,laskelich,,l_a_s_g_e_l_i_C,10,,,10
10,1,c 1230,s 1203,0,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
11,1,c 2301,s 3120,2,3,maison,-1,Zulergen,False,M,,ts_u_l_@_r_g_@,10,,,10
11,1,c 2301,s 3120,2,3,personnage,Lasgelich,Lasgelich,True,Lasgelich,,l_a_s_g_e_l_i_C,10,,,10
11,1,c 2301,s 3120,2,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
12,1,c 1032,s 2130,3,3,maison,Ligete,Zulergen,False,Malere,,ts_u_l_@_r_g_@,10,,,10
12,1,c 1032,s 2130,3,3,personnage,Sonistik,Lasgelich,False,Felarich,,l_a_s_g_e_l_i_C,10,,,10
12,1,c 1032,s 2130,3,3,vehicule,Melare,Melare,True,Zulerge,,m_e_l_a_r_@,10,,,10
13,1,c 1320,s 1023,0,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
13,1,c 1320,s 1023,0,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
13,1,c 1320,s 1023,0,3,vehicule,Melare,Melare,True,Zulerge,,m_e_l_a_r_@,10,,,10
14,1,c 2310,s 3102,2,3,maison,Zulergen,Zulergen,True,Melarge,,ts_u_l_@_r_g_@,10,,,10
14,1,c 2310,s 3102,2,3,personnage,Lasgelich,Lasgelich,True,Lasgerich,,l_a_s_g_e_l_i_C,10,,,10
14,1,c 2310,s 3102,2,3,vehicule,Melare,Melare,True,Zugrute,,m_e_l_a_r_@,10,,,10
15,1,c 3120,s 2301,1,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
15,1,c 3120,s 2301,1,3,personnage,Lasgelich,Lasgelich,True,lasgelisch,,l_a_s_g_e_l_i_C,10,,,10
15,1,c 3120,s 2301,1,3,vehicule,Melare,Melare,True,zularke,,m_e_l_a_r_@,10,,,10
16,1,c 2013,s 3201,2,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
16,1,c 2013,s 3201,2,3,personnage,Lasgelich,Lasgelich,True,Linese,,l_a_s_g_e_l_i_C,10,,,10
16,1,c 2013,s 3201,2,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
17,1,c 3201,s 2013,1,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
17,1,c 3201,s 2013,1,3,personnage,Lasgelich,Lasgelich,True,Laskelich,,l_a_s_g_e_l_i_C,10,,,10
17,1,c 3201,s 2013,1,3,vehicule,Melare,Melare,True,Susperga,,m_e_l_a_r_@,10,,,10
